context,fact,annotators,response,model,Understandable,Natural,Maintains Context,Engaging,Uses Knowledge,Overall,Understandable_score,Understandable_reasoning,Natural_score,Natural_reasoning,Maintains Context_score,Maintains Context_reasoning,Interesting_score,Interesting_reasoning,Uses Knowledge_score,Uses Knowledge_reasoning,Overall Quality_score,Overall Quality_reasoning
"hi , how are you doing ?
hi , i am doing well , how are you ?
can't complain . i had a wonderful afternoon in the park .
oh , that is nice . i like being in parks especially in nice weather
yes . the weather is perfect here now . what do you like to do ?
i like to watch nascar racing and sometimes ufc
that sounds fun ! i've time to do that since i'm out of work right now .
","your persona: i have been working since i was sixteen years old.
your persona: in my free time i like to watch nascar racing and ufc.
your persona: my favorite band is aerosmith.
your persona: my favorite food is mexican food.
","['shikib', 'maxine', 'yulan']","how long have you been working at your current place ?
",Original Ground Truth,1,3,2,2,0,3,1,The response is understandable as it logically follows from the previous context where the person mentioned they are out of work. It is a relevant follow-up question.,3,"The response is natural and follows the flow of the conversation, asking a relevant question based on the previous statement.",3,"The response asks a follow-up question related to the previous statement about being out of work, maintaining the flow of the conversation.",2,"The response is somewhat engaging as it shows interest in the other person's work life, but it does not introduce any new or particularly interesting information.",0,The response does not mention or refer to any of the provided facts.,4,"The response is relevant and follows up on the previous mention of being out of work, but it does not incorporate the provided fact about working since the age of sixteen, which could have added more depth to the conversation."
"hello , how are you ? where abouts are you ?
i'm in chicago . where are you ?
in scotland . is chicago as cold and wet as it is here ?
yes , but i am allergic to water . this is very unfortunate .
it is . how do you keep clean ?
i don't go outside much . i stay clean this way .
i want to go outside . i managed to break my arm skateboarding so i m stuck indoors .
i only stream to my 100 , 000 subscribers on twitch . i do not play real sports
100k is very impressive . how long did it take to get that many ?
since i helped make starcraft , my name was already out there . 6 months .
made as in developed ? that s very cool .
","your persona: i helped design the game starcraft.
your persona: i've an allergy to water.
your persona: i am a recluse.
your persona: i'm a famous twitch streamer.
your persona: i am working on a building a robot to be my body double.
","['shikib', 'maxine', 'mckenna']","just give me a couple fish and some cheeseburgers to grill and i am happy
",KV-MemNN,1,3,1,3,0,3,0,"The response does not align with the context of the conversation. The previous exchanges were about the individual's background, including being a recluse, a famous Twitch streamer, and having an allergy to water. The response about being happy with fish and cheeseburgers does not logically follow from the previous context.",1,The response is not relevant to the context of the conversation about zodiac stars and does not follow the flow of the conversation. It seems out of place and unnatural.,1,The response does not acknowledge the conversation history and introduces a new topic without any connection to the previous discussion about the individual's achievements and background.,1,The response is generic and does not engage with the interesting facts or the conversation in a meaningful way.,0,The response does not mention or refer to any of the provided facts.,2,The response does not align with the context or the persona facts provided. It introduces new elements (fish and cheeseburgers) that are not relevant to the conversation or the persona.
"did you see crazy rich asians ? 
 no i have n't . i heard it was good . 
 i have not yet either but i am aware of it 's cultural impact . it was made from a novel . apparently it is a very good romantic comedy . 
 my mother like it . i think it stars michelle yeoh , henry golding and constance wu , right ? 
 it does . apparently the basic premise is that a woman is engaged to a man and when she goes to meet his family discovers that he is insanely wealthy . his mother rejects her due to her less affluent background . 
 if i remember correctly , jon m chu is the director . 
 yes he is . it was also the first movie to feature an all - asian cast in hollywood in more than 20 years which is quite the accomplishment and i 'm glad that it did well . asians seem very underrepresented in film . 
 the movie is 121 minutes long , which is just right and is pg-13 . 
 that makes it accessible to a bigger audience which is good because then more asian - americans can see themselves represented on screen . 
 well , lets switch topics . are you a science person . , earth is the 3rd planet from the sun . it is also the only astronomical object known to harbor life . 
 i am a little . i enjoy learning about it . i was aware of those facts . i also know that if we viewed the entire earth 's history as a 24 hour period , humans would only represent 1 minute and 17 seconds of that day . that is a mind blowing stat . 
 this is mind blowing . thank god for jupiter . it saves earth from a lot of asteroids heading toward us . 
 that is really surprising since that planet is mostly compromised of gas . we do not even know if there is any solid land there . i wonder how it takes the impact first in this case ? 
 it 's very interesting . so is the fact that the sun is 4x less dense than earth . 
 i know it is much larger but i do n't think it has any solidity to it so that 's interesting . another science fact is that when earth was formed a day was only 5.5 hours long . 
 i did n't know that . i wonder why . there is a place on earth where there is less gravity than the rest of the planet . it is the hudson bay region of canada . 
 i wonder how much affect that has ? is it enough to change weights in any way ? i wonder . i do also know that we are running out of helium and will essentially be out of the gas by the end of the 21st century . 

","new google employees are called ' nooglers ' and are given a propeller beanie cap to wear on their first friday .
","['sm', 'me', 'fl']","yeah , and what 's funny is that new employees employees are called "" nooglers "" on their basketball field .
",Nucleus Decoding (p = 0.7),0,1,1,2,1,1,0,"The response is not understandable in the context of the conversation. It introduces a new fact about Google employees but does so in a confusing way, mentioning 'basketball field' which is not relevant to the context or the fact provided.",1,"The response is not natural as it introduces an unrelated and incorrect context about new employees being called 'nooglers' on a basketball field, which is not a common or logical statement.",1,"The response introduces a new topic (Google employees and their nickname) that is not related to the preceding conversation about science and facts about the Earth and space. It also incorrectly mentions 'basketball field', which is not part of the original context or the provided fact.",2,"The response is somewhat interesting as it introduces the term 'nooglers' for new Google employees, but it is less accurate and less engaging because it incorrectly mentions 'basketball field' which is not relevant to the fact.",0,"The response mentions 'nooglers' but incorrectly associates it with a basketball field, which is not related to the fact provided.",1,"The response is incorrect and introduces an unrelated and inaccurate detail about new Google employees. The propeller beanie cap detail is also not mentioned, and the context about 'nooglers' is misrepresented by mentioning a basketball field, which is not part of the fact provided."
"good morning how old are you i am 34
i am much older than that . my grandchildren are in their thirties
do you have any pets ? my two dogs are my everything .
","your persona: i have amazing children and grandchildren.
your persona: i had cancer but its gone now.
your persona: i do not have a smartphone.
your persona: i am retired and living the great life.
","['shikib', 'mckenna', 'yulan']","sounds good ! i have also 6 cats .
",KV-MemNN,1,3,3,3,0,3,1,"The response is understandable in the context of the conversation. It is a logical follow-up to the previous statement about pets, even though the number of pets is different.",1,"The response is not directly related to the previous statements about age or grandchildren, and mentioning having 6 cats seems out of context.",1,The response introduces a new topic (pets) without acknowledging the previous conversation about age and grandchildren.,2,The response introduces a new element (having 6 cats) which is somewhat engaging but not particularly unique or surprising.,0,The response does not mention or refer to any of the provided facts.,3,"The response is valid and somewhat relevant, but it introduces a new topic (having cats) that is not directly connected to the previous conversation about grandchildren. It also does not acknowledge the fact about the speaker's grandchildren being in their thirties."
"every us president with a beard has been a republican , that 's odd . 
 that is odd . so what do you think of trump . 
 i like trump 
 me too . i think he needs to calm down a little bit sometimes but he is a smart dude . 
 yeah i never liked trump before he was president . i think he 's doing a great job with all that he 's been dealt . 

","there has n't been a us president who was n't a republican or a democrat since 1853
","['sm', 'er', 'fl']","yes i think he should have switched to what they were doing in 1995 .
",Nucleus Decoding (p = 0.7),0,3,2,2,0,3,0,"The response is not directly related to the previous context and does not clearly follow from the discussion about US presidents and Trump. The mention of '1995' is not explained, making the response difficult to understand.",1,"The response is not relevant to the context and does not follow the flow of the conversation about zodiac signs. It introduces a new and unrelated topic, which makes it unnatural.",1,The response does not acknowledge the conversation history and introduces a new topic without a clear connection.,1,The response does not relate to the provided fact and does not add any interesting information to the conversation.,0,The response does not mention or refer to the fact about there not being a US president who wasn't a Republican or a Democrat since 1853.,1,The response does not relate to the conversation or the provided fact. It is unclear and does not contribute meaningfully to the discussion.
"hi there , do you watch the nfl ? 
 i sure do . do you have a favorite team or player ? 
 i sure do . i love the patriot and tom is amazing . do you have one ? 
 the guys is awesome and now also a book author . did you hear about that ? 
 oh yeah i heard he wrote that book the tb12 method , the athelete 's bible but have not read it yet 
 he is everywhere . i want to read that book but i also want to watch the documentary too 
 same here . do you know he has a favorite ice cream flavor ? 
 oh sure it is avocado and i am not surprised he eats very healthy all the time 
 yup pretty much . did you know women are allowed to play in the nfl ? 
 that is pretty cool that there is no written rule against them and hope to see them in the field soon 
 yeah i hope so too . did you know engineers make more int heir lifetime ? 
 yeah and i wonder if that fact that they have longer careers has anything to do with that 
 that makes sense . the nfl is using tracking chips on the players now . 
 yes they are and they are collecting many stats such as velocity and rotation and others 

","former partiots rb benjarvus green - ellis has never fumbled the football in his nfl career .
","['sm', 'er', 'yf']","i know . do you know who benjarvus green - ellis is ?
",Nucleus Decoding (p = 0.5),1,3,2,2,0,3,1,"The response is understandable as it asks if the other person knows who BenJarvus Green-Ellis is, which is a logical follow-up to the fact mentioned about him.",3,"The response is a natural follow-up to the conversation, asking if the other person knows who BenJarvus Green-Ellis is, which is relevant to the fact provided.",2,"The response introduces a new topic (BenJarvus Green-Ellis) that is not directly related to the preceding conversation, which was about the NFL, Tom Brady, and tracking chips. It does not strongly acknowledge the conversation history.",2,"The response is somewhat engaging as it introduces a player, but it does not provide the interesting fact about him, which would have made it more engaging.",0,The response does not use the provided fact about BenJarvus Green-Ellis not fumbling the football in his NFL career.,3,"The response is valid and introduces a new fact, but it does not directly engage with the previous statement about tracking chips, which can make the conversation feel disjointed."
"hello i am 60 years old
hi ! i just sat down to listen to some classical music .
i love classical music as a librarian its my favorite
being a christian i also like christian rock . do you like to read ?
i love to read , i have been to spain and while there i read more than ever
never been there . i love to ride on my tractor . i love the outdoors .
i'll be retiring in a few years , do you like camping ?
i do ! i am very different from my sister . she is a pole dancer in a club .
that is a big difference . when you camp , how do you cook ?
with a campfire and cast iron pans .
i will love relaxing in nature .
i just purchased a beautiful red sweater . red is my absolute favorite color .
that's perfect for the holidays . i love to sew sweaters and hoodies .
i love to crochet ! it is time to start thinking about the holidays !
yes , i sometimes use a loom for crochet too .
","your persona: i can drive a tractor.
your persona: i enjoy listening to classical music.
your persona: my favorite color is red.
your persona: i'm a christian.
your persona: my sister is a pole dancer.
","['shikib', 'maxine', 'mckenna']","cool ! do you celebrate christmas ? as a christian , it's one of my favorite times of the year !
",New Human Generated,1,3,2,3,1,4,1,"The response is clear and understandable. It follows from the previous context, asking about Christmas celebration, which is relevant given the mention of being a Christian and the upcoming holidays.",3,"The response is coherent and relevant to the conversation. It naturally follows up on the previous statement about being a Christian and introduces a common Christian holiday, making it a natural continuation of the dialogue.",3,"The response is on topic and strongly acknowledges the conversation history by referring to the speaker's Christianity and the upcoming holidays, which were mentioned in the conversation.",2,"The response is somewhat engaging as it relates to the speaker's persona and expresses enthusiasm about Christmas, which could lead to further conversation.",1,"The response uses the fact that the persona is a Christian and mentions Christmas, which is a significant holiday for Christians.",5,"The response is relevant, maintains the flow of the conversation, and aligns with the persona. It also introduces a new topic (Christmas) that is likely to be of interest to both parties, given their shared Christian faith."
"good morning how old are you i am 34
i am much older than that . my grandchildren are in their thirties
do you have any pets ? my two dogs are my everything .
","your persona: i have amazing children and grandchildren.
your persona: i had cancer but its gone now.
your persona: i do not have a smartphone.
your persona: i am retired and living the great life.
","['shikib', 'mckenna', 'yulan']","no pets . i am retired so i love to travel . pets would slow me down
",Original Ground Truth,1,3,3,3,1,5,1,The response is clear and understandable. It logically follows the previous context about not having pets and provides a reason that is relevant to the speaker's situation of being retired.,3,"The response is coherent and relevant to the context, showing a natural progression in the conversation. It also aligns with the persona provided, making it a natural response.",2,"The response shifts the topic from pets to retirement and travel, which is not directly related to the previous conversation about grandchildren and age.",2,"The response provides insight into the speaker's lifestyle and choices, which is somewhat engaging but not particularly surprising or novel.",0,The response does not mention or refer to any of the provided facts.,4,"The response is relevant to the question and provides a clear, concise answer. It also adds a bit of personal information that could lead to further conversation, making it a good response."
"i just got back from my salsa dance lessons
that sounds like a really fun time . i was just meditating
that is so relaxing . my lite brite patterns are relaxing too
","your persona: i quit my job to pursue my spirituality full time.
your persona: i'm a buddhist.
your persona: i have not spoken in three months.
your persona: i like meditation.
your persona: i live in alaska.
","['shikib', 'mckenna', 'yulan']","it really is . i quit my job to pursue my buddhist spirituality full time .
",New Human Generated,1,3,3,3,1,5,1,The response is clear and understandable within the context. It logically follows the previous statement about meditation and introduces a personal fact that aligns with the persona provided.,2,"The response is coherent and relevant to the context, but it introduces a significant personal detail that seems out of place and too specific for a natural conversation flow.",2,"The response shifts the conversation to a personal fact about the responder, which is not directly related to the preceding conversation about salsa dance lessons and meditation.",3,The response is very interesting as it reveals a significant personal decision and connects with the conversation about relaxation and meditation.,1,"The response directly incorporates the fact about quitting a job to pursue spirituality, aligning well with the provided persona.",4,"The response is relevant and integrates the fact about the persona's pursuit of spirituality. However, it introduces a significant change in the conversation's direction, which might not be ideal for maintaining a natural flow."
"hi there how are you ?
","your persona: my family has raised horses for a generations.
your persona: i want to be a lawyer.
your persona: i was raised on a horse farm.
your persona: i am from a small town.
","['shikib', 'mckenna', 'yulan']","good i am studying to be a lawyer right now
",Original Ground Truth,1,3,3,3,1,5,1,The response is clear and understandable given the context. It directly relates to the persona provided and is a logical follow-up to the greeting.,3,"The response is directly related to the persona and is a natural progression of the conversation, showing a clear and logical connection to the previous statement.",2,"The response shifts the topic away from the conversation about drama and actors to a new topic about Jon Hamm being a drama teacher, which is not directly related to the previous exchange.",2,"The response is somewhat interesting as it provides a personal detail about the speaker's aspirations, which could engage the conversation further.",0,The response does not mention or refer to the fact about the family raising horses for generations.,4,"The response is relevant to the persona and provides a natural continuation of the conversation, but it does not engage with the initial greeting or the context of the conversation."
