context,fact,annotators,response,model,Understandable,Natural,Maintains Context,Engaging,Uses Knowledge,Overall,Coherence_score,Coherence_reasoning,Relevance_score,Relevance_reasoning,Engagement_score,Engagement_reasoning,Contextual Understanding_score,Contextual Understanding_reasoning,Fluency_score,Fluency_reasoning
"hi , how are you doing ?
hi , i am doing well , how are you ?
can't complain . i had a wonderful afternoon in the park .
oh , that is nice . i like being in parks especially in nice weather
yes . the weather is perfect here now . what do you like to do ?
i like to watch nascar racing and sometimes ufc
that sounds fun ! i've time to do that since i'm out of work right now .
","your persona: i have been working since i was sixteen years old.
your persona: in my free time i like to watch nascar racing and ufc.
your persona: my favorite band is aerosmith.
your persona: my favorite food is mexican food.
","['shikib', 'maxine', 'yulan']","how long have you been working at your current place ?
",Original Ground Truth,1,3,2,2,0,3,4,"The response is coherent as it follows up on the previous statement about being out of work, showing interest in the other person's work history.",4,"The response is relevant as it follows up on the previous statement about being out of work, showing interest in the other person's work history.",3,"The response is relevant and shows interest in the other person's life, but it does not introduce new or particularly engaging content.",4,"The response is relevant and coherent, showing an understanding of the conversation history. It follows up on the previous statement about being out of work, indicating an awareness of the context.",5,"The response is fluent and natural, as it logically follows from the previous statement about being out of work and shifts the conversation to the respondent's work history."
"hello , how are you ? where abouts are you ?
i'm in chicago . where are you ?
in scotland . is chicago as cold and wet as it is here ?
yes , but i am allergic to water . this is very unfortunate .
it is . how do you keep clean ?
i don't go outside much . i stay clean this way .
i want to go outside . i managed to break my arm skateboarding so i m stuck indoors .
i only stream to my 100 , 000 subscribers on twitch . i do not play real sports
100k is very impressive . how long did it take to get that many ?
since i helped make starcraft , my name was already out there . 6 months .
made as in developed ? that s very cool .
","your persona: i helped design the game starcraft.
your persona: i've an allergy to water.
your persona: i am a recluse.
your persona: i'm a famous twitch streamer.
your persona: i am working on a building a robot to be my body double.
","['shikib', 'maxine', 'mckenna']","just give me a couple fish and some cheeseburgers to grill and i am happy
",KV-MemNN,1,3,1,3,0,3,1,"The response does not fit the context of the conversation. The conversation is about the individual's background, including being a recluse, a famous Twitch streamer, and having an allergy to water. The response about fish and cheeseburgers is irrelevant and does not align with the established persona or the flow of the conversation.",1,"The response is not relevant to the ongoing conversation. The conversation is about the individual's background, including being a recluse, having an allergy to water, and being a famous Twitch streamer. The response about fish and cheeseburgers does not contribute to the current topic.",1,"The response does not align with the context or the persona facts provided, and it does not add to the conversation in an engaging way.",1,"The response does not align with the context of the conversation. The conversation is about the individual's background, including being a recluse, having an allergy to water, and being a famous Twitch streamer. The response about fish and cheeseburgers is irrelevant and does not demonstrate understanding of the conversation history.",2,"The response does not flow naturally from the previous context and introduces new elements (fish and cheeseburgers) that are not relevant to the ongoing conversation about streaming, game development, and the individual's reclusive nature."
"did you see crazy rich asians ? 
 no i have n't . i heard it was good . 
 i have not yet either but i am aware of it 's cultural impact . it was made from a novel . apparently it is a very good romantic comedy . 
 my mother like it . i think it stars michelle yeoh , henry golding and constance wu , right ? 
 it does . apparently the basic premise is that a woman is engaged to a man and when she goes to meet his family discovers that he is insanely wealthy . his mother rejects her due to her less affluent background . 
 if i remember correctly , jon m chu is the director . 
 yes he is . it was also the first movie to feature an all - asian cast in hollywood in more than 20 years which is quite the accomplishment and i 'm glad that it did well . asians seem very underrepresented in film . 
 the movie is 121 minutes long , which is just right and is pg-13 . 
 that makes it accessible to a bigger audience which is good because then more asian - americans can see themselves represented on screen . 
 well , lets switch topics . are you a science person . , earth is the 3rd planet from the sun . it is also the only astronomical object known to harbor life . 
 i am a little . i enjoy learning about it . i was aware of those facts . i also know that if we viewed the entire earth 's history as a 24 hour period , humans would only represent 1 minute and 17 seconds of that day . that is a mind blowing stat . 
 this is mind blowing . thank god for jupiter . it saves earth from a lot of asteroids heading toward us . 
 that is really surprising since that planet is mostly compromised of gas . we do not even know if there is any solid land there . i wonder how it takes the impact first in this case ? 
 it 's very interesting . so is the fact that the sun is 4x less dense than earth . 
 i know it is much larger but i do n't think it has any solidity to it so that 's interesting . another science fact is that when earth was formed a day was only 5.5 hours long . 
 i did n't know that . i wonder why . there is a place on earth where there is less gravity than the rest of the planet . it is the hudson bay region of canada . 
 i wonder how much affect that has ? is it enough to change weights in any way ? i wonder . i do also know that we are running out of helium and will essentially be out of the gas by the end of the 21st century . 

","new google employees are called ' nooglers ' and are given a propeller beanie cap to wear on their first friday .
","['sm', 'me', 'fl']","yeah , and what 's funny is that new employees employees are called "" nooglers "" on their basketball field .
",Nucleus Decoding (p = 0.7),0,1,1,2,1,1,1,"The response introduces an unrelated topic (basketball field) and misrepresents the fact about new Google employees. It does not fit the context of the conversation, which is about science facts.",1,The response introduces a new topic (Google employees and their nickname) that is not related to the previous conversation about science and interesting facts about the Earth. The mention of 'basketball field' is also out of context and does not connect with the conversation.,2,The response is not very engaging as it misrepresents the fact and does not add any interesting or relevant information to the conversation.,2,"The response introduces a new fact about Google employees but incorrectly places it in the context of a basketball field, which is not relevant to the conversation history. The conversation has been about various scientific facts and does not mention Google or its employees.",1,The response is not fluent or natural. It incorrectly refers to 'basketball field' which is not a common term and does not fit the context of the conversation about new Google employees. The information about 'nooglers' is also presented in a disjointed manner.
"good morning how old are you i am 34
i am much older than that . my grandchildren are in their thirties
do you have any pets ? my two dogs are my everything .
","your persona: i have amazing children and grandchildren.
your persona: i had cancer but its gone now.
your persona: i do not have a smartphone.
your persona: i am retired and living the great life.
","['shikib', 'mckenna', 'yulan']","sounds good ! i have also 6 cats .
",KV-MemNN,1,3,3,3,0,3,2,The response introduces a new topic (having 6 cats) which is not directly related to the previous conversation about age and grandchildren. It does not flow naturally from the context.,2,The response introduces a new topic (having cats) that is not directly related to the previous conversation about age and grandchildren. It does not build on the existing context.,4,"The response introduces a new and surprising element (having 6 cats) which can be engaging and interesting, especially in the context of pets. However, it does not directly connect to the previous conversation about grandchildren, which might slightly reduce its engagement.",2,"The response introduces a new topic (having 6 cats) without addressing the previous statement about grandchildren, which breaks the flow of the conversation.",3,"The response is somewhat fluent and natural, but it introduces a new topic (having 6 cats) that is not aligned with the persona or the previous conversation flow, which can be seen as a slight disconnect."
"every us president with a beard has been a republican , that 's odd . 
 that is odd . so what do you think of trump . 
 i like trump 
 me too . i think he needs to calm down a little bit sometimes but he is a smart dude . 
 yeah i never liked trump before he was president . i think he 's doing a great job with all that he 's been dealt . 

","there has n't been a us president who was n't a republican or a democrat since 1853
","['sm', 'er', 'fl']","yes i think he should have switched to what they were doing in 1995 .
",Nucleus Decoding (p = 0.7),0,3,2,2,0,3,2,"The response does not fit well with the context of the conversation. It abruptly shifts to a suggestion about Trump switching to a practice from 1995, which is not relevant to the previous discussion about his performance and behavior.",1,"The response does not clearly relate to the conversation about US presidents and their political affiliations. It introduces a vague and unrelated suggestion about switching to something from 1995, which does not contribute to the discussion.",2,"The response does not effectively use the provided fact and does not add much to the conversation, making it less engaging.",1,The response does not demonstrate a clear understanding of the conversation history or the context. It fails to address the previous statements about US presidents and their political affiliations and introduces an unrelated and unclear statement about switching to what they were doing in 1995.,1,The response does not flow naturally from the previous turn and does not relate to the fact provided. It is unclear and does not contribute to the conversation in a meaningful way.
"hi there , do you watch the nfl ? 
 i sure do . do you have a favorite team or player ? 
 i sure do . i love the patriot and tom is amazing . do you have one ? 
 the guys is awesome and now also a book author . did you hear about that ? 
 oh yeah i heard he wrote that book the tb12 method , the athelete 's bible but have not read it yet 
 he is everywhere . i want to read that book but i also want to watch the documentary too 
 same here . do you know he has a favorite ice cream flavor ? 
 oh sure it is avocado and i am not surprised he eats very healthy all the time 
 yup pretty much . did you know women are allowed to play in the nfl ? 
 that is pretty cool that there is no written rule against them and hope to see them in the field soon 
 yeah i hope so too . did you know engineers make more int heir lifetime ? 
 yeah and i wonder if that fact that they have longer careers has anything to do with that 
 that makes sense . the nfl is using tracking chips on the players now . 
 yes they are and they are collecting many stats such as velocity and rotation and others 

","former partiots rb benjarvus green - ellis has never fumbled the football in his nfl career .
","['sm', 'er', 'yf']","i know . do you know who benjarvus green - ellis is ?
",Nucleus Decoding (p = 0.5),1,3,2,2,0,3,3,"The response is relevant to the conversation as it continues the discussion about the NFL and introduces a fact about a specific player. However, it does not directly build on the previous statement about tracking chips, which slightly disrupts the flow.",4,"The response is relevant as it continues the conversation about the NFL and introduces a fact about a specific player, which is in line with the topic of the conversation.",3,"The response is a follow-up question that could engage the other person in further discussion, but it does not introduce new information or an interesting fact, which could have made it more engaging.",2,"The response shows a lack of contextual understanding as it does not build on the previous statements about Tom Brady or the NFL. Instead, it introduces a new player without providing any relevant information or connection to the ongoing conversation.",4,"The response is fluent and natural, as it follows the flow of the conversation and introduces a new fact in a way that is relevant and engaging."
"hello i am 60 years old
hi ! i just sat down to listen to some classical music .
i love classical music as a librarian its my favorite
being a christian i also like christian rock . do you like to read ?
i love to read , i have been to spain and while there i read more than ever
never been there . i love to ride on my tractor . i love the outdoors .
i'll be retiring in a few years , do you like camping ?
i do ! i am very different from my sister . she is a pole dancer in a club .
that is a big difference . when you camp , how do you cook ?
with a campfire and cast iron pans .
i will love relaxing in nature .
i just purchased a beautiful red sweater . red is my absolute favorite color .
that's perfect for the holidays . i love to sew sweaters and hoodies .
i love to crochet ! it is time to start thinking about the holidays !
yes , i sometimes use a loom for crochet too .
","your persona: i can drive a tractor.
your persona: i enjoy listening to classical music.
your persona: my favorite color is red.
your persona: i'm a christian.
your persona: my sister is a pole dancer.
","['shikib', 'maxine', 'mckenna']","cool ! do you celebrate christmas ? as a christian , it's one of my favorite times of the year !
",New Human Generated,1,3,2,3,1,4,5,"The response is highly relevant to the conversation, maintaining the tone and flow. It naturally follows the previous statements about being Christian and liking the color red, and it introduces a new topic (Christmas) that is relevant to the persona and the ongoing conversation.",5,"The response is highly relevant as it directly follows up on the previous mention of being a Christian and naturally transitions to discussing a related topic, Christmas.",4,"The response is engaging as it connects with the persona's Christian identity and the upcoming holiday season, which is relevant and likely to continue the conversation.",5,"The response is highly relevant and coherent, showing a clear understanding of the conversation history. It directly addresses the previous statement about being a Christian and naturally transitions to discussing Christmas, which is a logical and contextually appropriate follow-up.",5,"The response is fluent and natural, continuing the conversation smoothly. It references the speaker's Christian faith, which was mentioned earlier, and introduces a relevant topic (Christmas) that fits well with the context."
"good morning how old are you i am 34
i am much older than that . my grandchildren are in their thirties
do you have any pets ? my two dogs are my everything .
","your persona: i have amazing children and grandchildren.
your persona: i had cancer but its gone now.
your persona: i do not have a smartphone.
your persona: i am retired and living the great life.
","['shikib', 'mckenna', 'yulan']","no pets . i am retired so i love to travel . pets would slow me down
",Original Ground Truth,1,3,3,3,1,5,5,"The response is coherent as it aligns with the context of the conversation and the persona. It logically follows the previous question about pets and provides a relevant reason for not having pets, which is consistent with the persona of being retired and enjoying travel.",4,"The response is relevant as it continues the conversation about personal life and interests, and it aligns with the persona of being retired and enjoying travel. However, it does not directly address the question about pets, which slightly reduces its relevance.",4,"The response is engaging as it provides a personal insight into the speaker's lifestyle and choices, which can lead to further conversation. It also aligns well with the persona of being retired and enjoying a free lifestyle.",4,"The response is relevant and coherent, showing an understanding of the conversation. It connects the question about pets to the speaker's current life situation, which is retirement and travel. This demonstrates a good awareness of the context and the speaker's persona.",5,"The response is fluent and natural, continuing the conversation smoothly. It provides a clear and relevant answer to the question about pets and ties it back to the speaker's lifestyle, which is consistent with the persona of being retired."
"i just got back from my salsa dance lessons
that sounds like a really fun time . i was just meditating
that is so relaxing . my lite brite patterns are relaxing too
","your persona: i quit my job to pursue my spirituality full time.
your persona: i'm a buddhist.
your persona: i have not spoken in three months.
your persona: i like meditation.
your persona: i live in alaska.
","['shikib', 'mckenna', 'yulan']","it really is . i quit my job to pursue my buddhist spirituality full time .
",New Human Generated,1,3,3,3,1,5,5,The response is highly coherent as it directly relates to the previous statement about meditation and aligns with the persona's interest in spirituality and Buddhism.,5,"The response is highly relevant as it directly relates to the topic of meditation and personal spiritual practices, aligning with the context of the conversation.",5,"The response is highly engaging as it introduces a significant personal decision and a unique lifestyle choice, which can spark curiosity and further conversation.",5,"The response is highly relevant and coherent, directly linking the previous statement about meditation to the speaker's personal experience and spiritual journey. It also aligns with the provided persona facts.",5,"The response is fluent and natural, seamlessly integrating the personal fact about quitting a job to pursue spirituality. It flows well from the previous turn, maintaining the conversation's tone and direction."
"hi there how are you ?
","your persona: my family has raised horses for a generations.
your persona: i want to be a lawyer.
your persona: i was raised on a horse farm.
your persona: i am from a small town.
","['shikib', 'mckenna', 'yulan']","good i am studying to be a lawyer right now
",Original Ground Truth,1,3,3,3,1,5,3,"The response is coherent as it aligns with the persona of wanting to be a lawyer. However, it does not directly address the greeting or engage with the other person's response, which could have improved the flow of the conversation.",3,"The response is relevant as it directly relates to the persona fact about wanting to be a lawyer, but it does not address the greeting or the current state of the other person.",3,"The response is somewhat engaging as it provides a personal detail about the individual's career aspirations. However, it does not introduce any new or surprising information and does not directly relate to the context of the conversation, which could have been more engaging.",2,The response is relevant to the conversation but does not demonstrate a deep understanding of the context. It introduces a new topic (studying to be a lawyer) without building on the initial greeting.,4,"The response is fluent and natural, directly following from the greeting and introducing a personal detail that fits well into the conversation."
